uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
2484933,Chicago,90J,trespass of real property,trespass of real property,society,2013-08-14 01:55,-87.564159,41.763658,street,street,170314307002004
2484944,Chicago,13B,simple assault,assault offenses,persons,2013-08-14 02:30,-87.663332,41.74626,street,street,170317106002010
2484952,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-14 03:00,-87.62411,41.890384,street,street,170310814031015
2484954,Chicago,13B,simple assault,assault offenses,persons,2013-08-14 03:00,-87.576133,41.758422,street,street,170318342002000
2485031,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-14 08:23,-87.774321,41.918727,residence,residence,170311913021027
2485112,Chicago,13B,simple assault,assault offenses,persons,2013-08-14 10:30,-87.661056,41.903444,street,street,170318423001052
2485146,Chicago,13B,simple assault,assault offenses,persons,2013-08-14 11:20,-87.646254,41.774269,street,street,170316810002002
2485149,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-14 11:30,-87.679493,41.873227,vehicle parking,open space,170318382001004
2485184,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-14 12:00,-87.695943,41.916362,street,street,170318324001009
2485215,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-14 12:47,-87.675273,41.829934,gas station,retail,170315905001032
2485268,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-14 14:00,-87.733612,41.861941,street,street,170312909003003
2485295,Chicago,39B,operating/promoting/assisting gambling,gambling offenses,society,2013-08-14 14:20,-87.733878,41.884585,street,street,170312603001012
2485373,Chicago,90J,trespass of real property,trespass of real property,society,2013-08-14 16:00,-87.630979,41.885879,restaurant,leisure,170318391001024
2485527,Chicago,90J,trespass of real property,trespass of real property,society,2013-08-14 19:04,-87.642762,41.704641,street,street,170314911005013
2485611,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-14 21:00,-87.686406,41.791242,residence,residence,170318351001006
2485802,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-15 01:13,-87.669863,41.764018,residence,residence,170316720002006
2485850,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-15 04:05,-87.687415,41.917758,restaurant,leisure,170312216002032
2485998,Chicago,12A,personal robbery,robbery,property,2013-08-15 10:15,-87.691343,41.793021,street,street,170318351004003
2486096,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-15 12:10,-87.665455,41.780477,residence,residence,170316707002012
2486219,Chicago,23A,pocket-picking,larceny/theft offenses,property,2013-08-15 15:05,-87.631712,41.885741,other transportation,transportation,170318391001024
2486242,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-15 15:40,-87.611469,41.743015,street,street,170314402021018
2486411,Chicago,90Z,all other offenses,all other offenses,other,2013-08-15 19:10,-87.660962,41.779521,street,street,170316708002025
2486614,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-15 22:35,-87.633426,41.664287,street,street,170315305032057
2486669,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-16 00:00,-87.765978,41.987396,abandoned,other,170311101001004
2486705,Chicago,23D,theft from building,larceny/theft offenses,property,2013-08-16 00:30,-87.626954,41.845267,bar/club,leisure,170313504001000
2486807,Chicago,90Z,all other offenses,all other offenses,other,2013-08-16 06:30,-87.768324,41.976346,street,street,170311105014003
2486889,Chicago,90J,trespass of real property,trespass of real property,society,2013-08-16 09:20,-87.764808,41.878631,residence,residence,170312521011009
2486946,Chicago,250,counterfeiting/forgery,counterfeiting/forgery,property,2013-08-16 11:00,-87.643583,41.793973,restaurant,leisure,170318347003001
2487113,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-16 14:30,-87.720293,41.912357,bus,transportation,170312304001004
2487225,Chicago,23B,purse-snatching,larceny/theft offenses,property,2013-08-16 16:40,-87.63146,41.90437,rapid transit,transportation,170310802021000
2487276,Chicago,12A,personal robbery,robbery,property,2013-08-16 17:40,-87.701989,41.82061,street,street,170315805011013
2487338,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-16 19:05,-87.618172,41.833616,residence,residence,170318395001006
2487607,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-17 00:20,-87.734297,41.930131,street,street,170312002001007
2487715,Chicago,13B,simple assault,assault offenses,persons,2013-08-17 02:46,-87.733247,41.866056,residence,residence,170312909004002
2487782,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-17 05:00,-87.696119,41.936668,street,street,170312109001036
2488067,Chicago,13B,simple assault,assault offenses,persons,2013-08-17 14:00,-87.655452,41.876548,other retail,retail,170318331002010
2488187,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-17 17:00,-87.591688,41.745068,other,other,170318343001019
2488303,Chicago,23D,theft from building,larceny/theft offenses,property,2013-08-17 20:00,-87.626848,41.878228,restaurant,leisure,170313204001020
2488327,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-17 20:30,-87.636346,41.917152,street,street,170310715003011
2488420,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-17 22:00,-87.593053,41.779622,street,street,170318344002006
2488459,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-17 22:45,-87.548363,41.658691,private vehicle,vehicle,170315501006023
2488465,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-17 22:55,-87.606791,41.80589,street,street,170318436001008
2488485,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-17 23:00,-87.624111,41.69804,street,street,170314910004034
2488516,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-17 23:50,-87.78286,41.918851,residence,residence,170311913013018
2488581,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-18 01:00,-87.607088,41.776026,street,street,170314207002001
2488601,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-18 01:30,-87.6409,41.784651,street,street,170318348003007
2488639,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-18 02:40,-87.668549,41.760259,residence,residence,170316720002015
2488799,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-18 10:00,-87.670809,41.960649,residence,residence,170310602001001
2488895,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-18 12:30,-87.584391,41.73693,healthcare,healthcare,170314801002006
2488926,Chicago,90Z,all other offenses,all other offenses,other,2013-08-18 13:30,-87.73183,41.898927,street,street,170318421006010
2488993,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-18 15:00,-87.601964,41.707517,green space,open space,170315002001000
2489000,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-18 15:00,-87.672201,41.980994,other,other,170310309002004
2489041,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-18 16:00,-87.671265,41.945682,street,street,170318319002014
2489241,Chicago,520,weapon law violations,weapon law violations,society,2013-08-18 20:29,-87.755958,41.885629,street,street,170312519002009
2489377,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-18 23:25,-87.628914,41.890052,street,street,170310816001007
2489394,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-18 23:45,-87.687686,41.878503,residence,residence,170312808001010
2489525,Chicago,13B,simple assault,assault offenses,persons,2013-08-19 03:35,-87.683668,41.780219,street,street,170318350002011
2489751,Chicago,520,weapon law violations,weapon law violations,society,2013-08-19 11:40,-87.765099,41.886843,rapid transit,transportation,170312520001005
2489782,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-19 12:03,-87.565749,41.753553,street,street,170314313012009
2489827,Chicago,13B,simple assault,assault offenses,persons,2013-08-19 13:25,-87.553489,41.752762,residence,residence,170314313011008
2489834,Chicago,13B,simple assault,assault offenses,persons,2013-08-19 13:34,-87.613117,41.775916,street,street,170314207003005
2489899,Chicago,13B,simple assault,assault offenses,persons,2013-08-19 15:00,-87.759138,41.880321,street,street,170312519001015
2490039,Chicago,13B,simple assault,assault offenses,persons,2013-08-19 18:00,-87.685379,41.786538,street,street,170318350001003
2490045,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-19 18:00,-87.59039,41.741602,residence,residence,170318343003011
2490224,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-19 21:20,-87.693283,41.774922,street,street,170316608003003
2490253,Chicago,13B,simple assault,assault offenses,persons,2013-08-19 21:55,-87.617736,41.801609,street,street,170318361001000
2490261,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-19 22:00,-87.526072,41.721219,green space,open space,170315201001013
2490283,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-19 22:30,-87.617488,41.79034,street,street,170314004002001
2490523,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-20 08:00,-87.641445,41.924439,residence,residence,170310713001000
2490655,Chicago,90Z,all other offenses,all other offenses,other,2013-08-20 11:30,-87.665829,41.775811,other,other,170316712001006
2490670,Chicago,90Z,all other offenses,all other offenses,other,2013-08-20 12:00,-87.641537,41.874382,street,street,170318419001056
2490672,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-20 12:00,-87.723251,41.796397,street,street,170316201002030
2490675,Chicago,90Z,all other offenses,all other offenses,other,2013-08-20 12:00,-87.647111,41.837568,residence,residence,170316009001001
2490717,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-20 12:40,-87.576955,41.722449,street,street,170315103002006
2490856,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-20 15:30,-87.718622,41.87173,street,street,170312705001041
2490971,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-08-20 17:30,-87.689219,41.851989,other retail,retail,170318407003019
2491006,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-08-20 18:21,-87.675303,42.016607,other retail,retail,170310102021004
2491341,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-21 01:00,-87.671523,41.90328,bar/club,leisure,170312421002001
2491486,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-21 09:00,-87.772971,42.003328,other,other,170311201002011
2491610,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-21 12:00,-87.64971,41.782319,commercial vehicle,vehicle,170318348002014
2491786,Chicago,13B,simple assault,assault offenses,persons,2013-08-21 16:00,-87.641009,41.729536,residence,residence,170317115002040
2491810,Chicago,90Z,all other offenses,all other offenses,other,2013-08-21 16:50,-87.882404,41.983031,airport,transportation,170319800001056
2491900,Chicago,13B,simple assault,assault offenses,persons,2013-08-21 18:54,-87.652936,41.766438,residence,residence,170316811005016
2492082,Chicago,13B,simple assault,assault offenses,persons,2013-08-21 22:20,-87.666749,41.879825,other,other,170318331003022
2492095,Chicago,12A,personal robbery,robbery,property,2013-08-21 22:39,-87.611336,41.892692,street,street,170310814021000
2492305,Chicago,13B,simple assault,assault offenses,persons,2013-08-22 06:40,-87.625752,41.911679,green space,open space,170310715003019
2492399,Chicago,23D,theft from building,larceny/theft offenses,property,2013-08-22 10:00,-87.611462,41.89199,other,other,170310814021003
2492420,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-22 10:45,-87.655772,41.759567,residence,residence,170316718001031
2492713,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-22 17:15,-87.680574,41.76035,private vehicle,vehicle,170316610002015
2492720,Chicago,13B,simple assault,assault offenses,persons,2013-08-22 17:23,-87.705806,41.990406,street,street,170310207024014
2492775,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-22 18:00,-87.554067,41.749457,residence,residence,170314603022000
2492816,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-22 19:00,-87.674784,41.90197,street,street,170312422001012
2493051,Chicago,13B,simple assault,assault offenses,persons,2013-08-22 23:50,-87.720107,41.899529,street,street,170312312001010
2493061,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-08-23 00:00,-87.686735,41.916385,residence,residence,170312222002003
2493073,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-08-23 00:01,-87.629682,41.89265,finance,commercial,170310817002019
2493123,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-23 01:32,-87.702218,41.743439,other retail,retail,170317004014010
2493152,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-23 03:00,-87.758962,41.904025,street,street,170312507003001
2493192,Chicago,12A,personal robbery,robbery,property,2013-08-23 05:30,-87.613658,41.703206,residence,residence,170314909023015
2493239,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-23 08:00,-87.74054,41.954035,street,street,170311602004026
2493331,Chicago,13B,simple assault,assault offenses,persons,2013-08-23 10:37,-87.699099,41.910735,street,street,170312408001007
2493435,Chicago,13B,simple assault,assault offenses,persons,2013-08-23 12:30,-87.639158,41.864494,supermarket,retail,170318419002092
2493493,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-23 13:57,-87.664774,41.687112,street,street,170317505003046
2493551,Chicago,13B,simple assault,assault offenses,persons,2013-08-23 15:15,-87.639722,41.908432,residence,residence,170310804001009
2494008,Chicago,23A,pocket-picking,larceny/theft offenses,property,2013-08-24 00:30,-87.644294,41.936904,bar/club,leisure,170310631001001
2494177,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-24 05:50,-87.57553,41.729306,street,street,170314804005006
2494268,Chicago,520,weapon law violations,weapon law violations,society,2013-08-24 10:05,-87.686817,41.779214,street,street,170318350002014
2494334,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-08-24 12:00,-87.639158,41.864494,supermarket,retail,170318419002092
2494536,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-24 16:15,-87.671636,41.854984,street,street,170313109001012
2494562,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-24 17:00,-87.644639,41.77407,street,street,170316810002011
2494613,Chicago,23A,pocket-picking,larceny/theft offenses,property,2013-08-24 18:00,-87.665065,41.885366,other,other,170318330002030
2494739,Chicago,12A,personal robbery,robbery,property,2013-08-24 20:48,-87.653822,41.753682,street,street,170317102005006
2494744,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-24 21:00,-87.776901,41.922906,street,street,170311913011012
2494825,Chicago,13B,simple assault,assault offenses,persons,2013-08-24 22:30,-87.720355,41.73854,street,street,170317004021023
2494874,Chicago,13B,simple assault,assault offenses,persons,2013-08-24 23:30,-87.561189,41.740161,residence,residence,170314603011015
2494905,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-25 00:01,-87.727573,41.910565,street,street,170312305001011
2495118,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-25 05:50,-87.704803,41.882808,private vehicle,vehicle,170318369001001
2495148,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-25 07:35,-87.717551,41.896055,residence,residence,170312312002010
2495749,Chicago,13B,simple assault,assault offenses,persons,2013-08-25 22:00,-87.670342,41.828163,residence,residence,170315906002000
2495833,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-25 23:55,-87.718893,41.859912,residence,residence,170318387001031
2495901,Chicago,13B,simple assault,assault offenses,persons,2013-08-26 01:00,-87.576422,41.770649,residence,residence,170314302001005
2495930,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-26 02:30,-87.730699,41.948485,residence,residence,170311610002003
2495963,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-26 04:40,-87.547002,41.733245,residence,residence,170318339001009
2496055,Chicago,23D,theft from building,larceny/theft offenses,property,2013-08-26 08:10,-87.739308,41.972681,school,education,170311404004005
2496142,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-26 10:00,-87.606275,41.726593,residence,residence,170314409002008
2496165,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-08-26 10:45,-87.689219,41.851989,other retail,retail,170318407003019
2496406,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-26 16:30,-87.680072,41.943197,other retail,retail,170310511001001
2496421,Chicago,13B,simple assault,assault offenses,persons,2013-08-26 17:00,-87.670355,41.978901,residence,residence,170310309003012
2496434,Chicago,13B,simple assault,assault offenses,persons,2013-08-26 17:25,-87.695759,41.776281,residence,residence,170316606004013
2496481,Chicago,13B,simple assault,assault offenses,persons,2013-08-26 18:30,-87.684983,41.997198,residence,residence,170310209011005
2496515,Chicago,23A,pocket-picking,larceny/theft offenses,property,2013-08-26 19:00,-87.625115,41.772285,bus,transportation,170316904004006
2496573,Chicago,90J,trespass of real property,trespass of real property,society,2013-08-26 20:04,-87.711258,41.930165,residence,residence,170312206024003
2496648,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-26 21:20,-87.694862,41.855588,street,street,170312916001018
2496723,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-26 22:45,-87.725287,41.781644,street,street,170316502002004
2496927,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-27 08:00,-87.685954,41.774587,abandoned,other,170316608001004
2497043,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-27 11:40,-87.668933,41.773442,residence,residence,170316713002000
2497053,Chicago,13B,simple assault,assault offenses,persons,2013-08-27 12:00,-87.677448,41.991924,street,street,170310209021019
2497055,Chicago,23D,theft from building,larceny/theft offenses,property,2013-08-27 12:00,-87.643252,41.896472,other commercial,commercial,170318422001057
2497171,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-27 14:20,-87.70766,41.883603,street,street,170318368002011
2497248,Chicago,23D,theft from building,larceny/theft offenses,property,2013-08-27 16:00,-87.678262,41.89589,supermarket,retail,170312423002030
2497643,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-27 23:45,-87.621872,41.679862,street,street,170315301002032
2497776,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-08-28 06:45,-87.666379,41.866332,supermarket,retail,170318429002005
2497901,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-28 10:00,-87.726619,41.937275,other,other,170312105012024
2498007,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-28 12:30,-87.595081,41.801949,residence,residence,170314102001002
2498017,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-28 12:45,-87.66156,41.945766,street,street,170310615001005
2498019,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-28 12:45,-87.724808,41.853583,street,street,170312925002006
2498070,Chicago,13B,simple assault,assault offenses,persons,2013-08-28 14:00,-87.613148,41.777733,street,street,170314207004009
2498095,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-28 14:30,-87.617682,41.891448,street,street,170310814031009
2498115,Chicago,13A,aggravated assault,assault offenses,persons,2013-08-28 15:00,-87.663328,41.74598,street,street,170317105001010
2498284,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-08-28 18:30,-87.764813,41.878851,street,street,170312521024008
2498391,Chicago,13B,simple assault,assault offenses,persons,2013-08-28 20:30,-87.590237,41.758728,residence,residence,170318342004003
2498519,Chicago,13B,simple assault,assault offenses,persons,2013-08-28 23:00,-87.651033,41.833508,residence,residence,170318397003003
2498621,Chicago,12A,personal robbery,robbery,property,2013-08-29 02:10,-87.704038,41.870976,street,street,170318373001016
2499045,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-29 15:51,-87.747047,41.945584,other,other,170311510023000
2499211,Chicago,13B,simple assault,assault offenses,persons,2013-08-29 19:10,-87.674632,41.854944,street,street,170313109001013
2499387,Chicago,13B,simple assault,assault offenses,persons,2013-08-29 23:00,-87.622729,41.805169,street,street,170313818001007
2499405,Chicago,90Z,all other offenses,all other offenses,other,2013-08-29 23:18,-87.710989,41.778845,street,street,170316604003014
2499456,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-30 00:30,-87.60097,41.776303,street,street,170318344003007
2499598,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-30 08:00,-87.672495,41.928722,street,street,170310707001005
2499639,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-08-30 09:00,-87.751397,41.792902,vehicle parking,open space,170319801001005
2499770,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-08-30 12:00,-87.753493,41.954247,residence,residence,170311502003007
2499867,Chicago,270,embezzlement,embezzlement,property,2013-08-30 14:00,-87.578087,41.763739,office,commercial,170314305001003
2499957,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-30 16:00,-87.677161,41.89978,street,street,170312422001026
2500016,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-30 17:00,-87.670203,41.995977,other,other,170310302004019
2500188,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-08-30 20:30,-87.76533,41.9532,other commercial,commercial,170311503005015
2500544,Chicago,23H,other theft,larceny/theft offenses,property,2013-08-31 08:00,-87.582563,41.796308,residence,residence,170314109003008
2500589,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-08-31 09:52,-87.688231,41.945834,supermarket,retail,170310509001005
2500828,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-08-31 15:45,-87.727934,41.964889,street,street,170311406011013
2500891,Chicago,13B,simple assault,assault offenses,persons,2013-08-31 17:35,-87.744861,41.869447,street,street,170318314001039
2500980,Chicago,12A,personal robbery,robbery,property,2013-08-31 20:00,-87.644983,41.787546,street,street,170318347001017
2501156,Chicago,90Z,all other offenses,all other offenses,other,2013-08-31 23:45,-87.650143,41.770574,street,street,170316811004003
2501267,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-01 01:00,-87.704742,41.834366,factory/warehouse,commercial,170318305003000
2501298,Chicago,13B,simple assault,assault offenses,persons,2013-09-01 01:35,-87.723646,41.931834,private vehicle,vehicle,170312105021018
2501338,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-01 02:30,-87.558073,41.757022,gas station,retail,170314313023000
2501342,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-01 02:45,-87.703628,41.795984,street,street,170316303002017
2501374,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-01 03:29,-87.706761,41.778915,vehicle parking,open space,170316604002014
2501435,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-01 05:35,-87.698607,41.923674,street,street,170312213001001
2501607,Chicago,520,weapon law violations,weapon law violations,society,2013-09-01 10:53,-87.624166,41.797585,street,street,170314003001013
2501910,Chicago,90Z,all other offenses,all other offenses,other,2013-09-01 16:50,-87.690764,41.829259,street,street,170315801001019
2502131,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-01 21:30,-87.759324,41.926831,residence,residence,170311907022009
2502222,Chicago,13B,simple assault,assault offenses,persons,2013-09-01 23:10,-87.622449,41.79399,residence,residence,170314005001005
2502230,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-01 23:29,-87.722072,41.799698,street,street,170316201001019
2502287,Chicago,13B,simple assault,assault offenses,persons,2013-09-02 00:35,-87.623008,41.815717,residence,residence,170313807001002
2502379,Chicago,13B,simple assault,assault offenses,persons,2013-09-02 03:00,-87.664575,42.01281,residence,residence,170310103003007
2502387,Chicago,13B,simple assault,assault offenses,persons,2013-09-02 03:25,-87.545824,41.736733,residence,residence,170314607001004
2502608,Chicago,90C,disorderly conduct,disorderly conduct,society,2013-09-02 11:50,-87.629837,41.899003,green space,open space,170310810002006
2502751,Chicago,13B,simple assault,assault offenses,persons,2013-09-02 14:47,-87.67309,42.019887,other retail,retail,170310101002011
2502855,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-02 17:00,-87.768014,41.975968,other retail,retail,170311105014004
2502910,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-02 18:15,-87.726333,41.877079,abandoned,other,170312607002003
2502941,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-02 19:00,-87.753019,41.881717,street,street,170312518001006
2503044,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-02 21:00,-87.560902,41.728973,street,street,170314805001012
2503277,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-03 04:50,-87.758274,41.878431,street,street,170312521024010
2503319,Chicago,520,weapon law violations,weapon law violations,society,2013-09-03 07:50,-87.734046,41.835947,school,education,170318305001014
2503557,Chicago,39B,operating/promoting/assisting gambling,gambling offenses,society,2013-09-03 13:40,-87.708244,41.893705,street,street,170318367001016
2503696,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-03 16:15,-87.611462,41.89199,other,other,170310814021003
2503763,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-09-03 17:30,-87.65789,41.966054,rapid transit,transportation,170318307003006
2503949,Chicago,12A,personal robbery,robbery,property,2013-09-03 21:07,-87.60629,41.722027,street,street,170314904001031
2503953,Chicago,90Z,all other offenses,all other offenses,other,2013-09-03 21:13,-87.603486,41.751307,street,street,170316915003007
2504047,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-09-04 00:00,-87.606528,41.819473,street,street,170318364003012
2504138,Chicago,90Z,all other offenses,all other offenses,other,2013-09-04 06:30,-87.765216,41.939506,residence,residence,170311511003010
2504290,Chicago,13B,simple assault,assault offenses,persons,2013-09-04 11:30,-87.563933,41.75836,residence,residence,170314313022011
2504601,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-04 18:00,-87.719842,41.850452,residence,residence,170313005001002
2504626,Chicago,90Z,all other offenses,all other offenses,other,2013-09-04 18:47,-87.798736,41.977894,other,other,170311006003000
2504655,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-04 19:07,-87.613916,41.759801,street,street,170316909005014
2504664,Chicago,13B,simple assault,assault offenses,persons,2013-09-04 19:20,-87.697798,41.97674,residence,residence,170310402022022
2504800,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-09-04 22:00,-87.796657,41.929745,street,street,170318316001007
2504924,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-05 01:30,-87.725494,41.965079,street,street,170311406011007
2505156,Chicago,12A,personal robbery,robbery,property,2013-09-05 10:20,-87.615188,41.761137,street,street,170316910002000
2505236,Chicago,13B,simple assault,assault offenses,persons,2013-09-05 12:10,-87.731358,41.94177,residence,residence,170311613003001
2505532,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-05 18:00,-87.662473,41.945269,residence,residence,170310615001008
2505543,Chicago,90Z,all other offenses,all other offenses,other,2013-09-05 18:00,-87.752613,41.94149,other,other,170311510012000
2505748,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-05 22:22,-87.605018,41.743504,street,street,170314401023005
2505884,Chicago,90J,trespass of real property,trespass of real property,society,2013-09-06 02:53,-87.588239,41.747359,residence,residence,170318343006028
2506072,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-06 11:03,-87.658954,41.99457,other,other,170310301031000
2506140,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-06 12:45,-87.562614,41.752734,street,street,170314313013004
