uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
3306718,Chicago,40A,prostitution,prostitution offenses,society,2016-09-01 19:30,-87.740567,41.868876,street,street,170318314001040
3306817,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-01 21:20,-87.661346,41.692122,gas station,retail,170317506004009
3306853,Chicago,90G,liquor law violations (except driving under the influence and drunkenness),liquor law violations (except driving under the influence and drunkenness),society,2016-09-01 22:05,-87.677091,41.807496,bar/club,leisure,170316115002000
3306964,Chicago,12A,personal robbery,robbery,property,2016-09-02 01:22,-87.602689,41.748915,residence,residence,170314401014010
3307063,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-02 07:45,-87.757186,41.917737,residence,residence,170311912002015
3307325,Chicago,12A,personal robbery,robbery,property,2016-09-02 15:00,-87.645389,41.779741,street,street,170316810004000
3307418,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-09-02 16:55,-87.66118,41.9746,NA,NA,170310311001003
3307521,Chicago,12A,personal robbery,robbery,property,2016-09-02 19:30,-87.707895,41.775019,street,street,170316605003000
3307644,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-02 22:15,-87.682052,41.769302,residence,residence,170316607002022
3307685,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-02 23:30,-87.642523,41.83397,street,street,170318398003001
3307833,Chicago,13B,simple assault,assault offenses,persons,2016-09-03 03:05,-87.673296,41.78664,residence,residence,170316704001040
3307895,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-03 06:25,-87.703657,41.862986,residence,residence,170318431001012
3307969,Chicago,200,arson,arson,property,2016-09-03 09:45,-87.682764,41.827251,residence,residence,170315905001037
3308022,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-03 11:30,-87.664621,41.884933,street,street,170318330002037
3308086,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-09-03 13:00,-87.582434,41.765628,residence,residence,170314305002002
3308108,Chicago,13B,simple assault,assault offenses,persons,2016-09-03 13:30,-87.628209,41.704663,street,street,170314910001010
3308131,Chicago,90Z,all other offenses,all other offenses,other,2016-09-03 14:24,-87.699605,41.996602,street,street,170310208023017
3308211,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-03 16:40,-87.664338,41.887105,street,street,170318330002023
3308669,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-04 04:00,-87.65541,41.945826,street,street,170318320001011
3308676,Chicago,90J,trespass of real property,trespass of real property,society,2016-09-04 04:15,-87.568931,41.765199,residence,residence,170314306001003
3308691,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-04 05:10,-87.673595,41.76716,street,street,170316715002010
3308746,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-04 09:00,-87.663458,41.797236,residence,residence,170316119001026
3308835,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-04 12:01,-87.841539,41.977075,residence,residence,170317608031000
3308889,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-04 13:48,-87.593008,41.77781,residence,residence,170318344002004
3308983,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-04 16:00,-87.624126,41.869048,hotel,hotel,170313206001008
3308984,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-09-04 16:00,-87.731958,41.899836,residence,residence,170318421006008
3309344,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-05 01:00,-87.613376,41.813972,street,street,170318360002008
3309346,Chicago,13B,simple assault,assault offenses,persons,2016-09-05 01:00,-87.689354,41.878422,street,street,170312808001003
3309376,Chicago,13B,simple assault,assault offenses,persons,2016-09-05 02:00,-87.794103,41.926295,residence,residence,170318316005002
3309424,Chicago,90Z,all other offenses,all other offenses,other,2016-09-05 04:00,-87.615139,41.658255,residence,residence,170315401021053
3309427,Chicago,13B,simple assault,assault offenses,persons,2016-09-05 04:00,-87.589538,41.769434,other,other,170314303003005
3309463,Chicago,13B,simple assault,assault offenses,persons,2016-09-05 06:08,-87.639851,41.965343,street,street,170310314006000
3309574,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-05 11:30,-87.615065,41.811222,residence,residence,170313812002003
3309578,Chicago,12A,personal robbery,robbery,property,2016-09-05 11:30,-87.763396,41.886316,street,street,170312519003009
3309626,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-09-05 12:45,-87.619581,41.808882,street,street,170313814001003
3310091,Chicago,12B,commercial robbery,robbery,property,2016-09-05 23:15,-87.75972,41.894899,gas station,retail,170312512003009
3310133,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-06 00:41,-87.646302,41.791717,private vehicle,vehicle,170318347001007
3310194,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-09-06 03:30,-87.883611,41.980826,airport,transportation,170319800001056
3310240,Chicago,90Z,all other offenses,all other offenses,other,2016-09-06 06:50,-87.737941,41.928306,private vehicle,vehicle,170312002004013
3310279,Chicago,13B,simple assault,assault offenses,persons,2016-09-06 08:00,-87.657672,41.720285,street,street,170317304002001
3310423,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-09-06 12:00,-87.53408,41.702219,residence,residence,170315204003012
3310583,Chicago,13B,simple assault,assault offenses,persons,2016-09-06 16:30,-87.625817,41.866811,supermarket,retail,170313301001004
3310592,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-06 16:30,-87.55547,41.73285,street,street,170318339001021
3310902,Chicago,13B,simple assault,assault offenses,persons,2016-09-07 01:30,-87.619117,41.790534,residence,residence,170314004001018
3311144,Chicago,13B,simple assault,assault offenses,persons,2016-09-07 12:00,-87.624926,41.673442,residence,residence,170315305014028
3311176,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-07 12:25,-87.702788,41.824446,residence,residence,170315802002010
3311250,Chicago,90Z,all other offenses,all other offenses,other,2016-09-07 14:04,-87.772934,41.866476,residence,residence,170318314002046
3311261,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-09-07 14:30,-87.735059,41.915859,residence,residence,170318312002013
3311267,Chicago,90J,trespass of real property,trespass of real property,society,2016-09-07 14:50,-87.553015,41.757381,residence,residence,170314314002008
3311447,Chicago,13B,simple assault,assault offenses,persons,2016-09-07 19:26,-87.746622,41.88371,residence,residence,170312518004009
3311449,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-07 19:30,-87.614022,41.655009,street,street,170315401012002
3311638,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2016-09-08 02:22,-87.579666,41.75246,residence,residence,170318342001010
3311657,Chicago,13B,simple assault,assault offenses,persons,2016-09-08 04:00,-87.628553,41.868784,residence,residence,170318390002003
3311733,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-08 08:30,-87.650982,41.885964,street,street,170318330001019
3311760,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-08 09:17,-87.687193,41.909247,airport,transportation,170312411001010
3311807,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-09-08 10:30,-87.724265,41.877106,street,street,170312608001019
3312051,Chicago,13B,simple assault,assault offenses,persons,2016-09-08 16:10,-87.622571,41.823763,other retail,retail,170313514001031
3312075,Chicago,23C,shoplifting,larceny/theft offenses,property,2016-09-08 17:00,-87.650316,41.910886,other retail,retail,170318422001008
3312251,Chicago,13B,simple assault,assault offenses,persons,2016-09-08 21:01,-87.649666,41.780574,street,street,170318348002015
3312371,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-09-09 00:00,-87.717476,41.968359,street,street,170311402003019
3312415,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-09 01:30,-87.675987,41.991949,other,other,170310209021016
3312448,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-09 02:51,-87.615474,41.726563,street,street,170314903001000
3312547,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2016-09-09 08:55,-87.722964,41.87303,street,street,170312609002000
3312650,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-09 11:20,-87.646872,41.766177,street,street,170316811002012
3312803,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2016-09-09 15:00,-87.672699,41.903262,office,commercial,170312414003013
3312823,Chicago,13B,simple assault,assault offenses,persons,2016-09-09 15:15,-87.634529,41.894787,street,street,170310818002029
3313162,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-09 23:45,-87.634921,41.775068,street,street,170316809001029
3313171,Chicago,23D,theft from building,larceny/theft offenses,property,2016-09-10 00:00,-87.620197,41.889561,hotel,hotel,170310814031018
3313189,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-10 00:02,-87.61844,41.819761,residence,residence,170318359003004
3313519,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-10 13:00,-87.600312,41.750398,residence,residence,170314401011005
3313604,Chicago,90Z,all other offenses,all other offenses,other,2016-09-10 15:00,-87.555181,41.74377,residence,residence,170314603023001
3313626,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2016-09-10 15:30,-87.613272,41.783343,abandoned,other,170314206001006
3313674,Chicago,240,motor vehicle theft,motor vehicle theft,property,2016-09-10 17:00,-87.751538,41.801201,street,street,170315603002013
3313945,Chicago,13B,simple assault,assault offenses,persons,2016-09-11 00:20,-87.658635,41.949837,other,other,170310611001005
3314081,Chicago,13B,simple assault,assault offenses,persons,2016-09-11 04:30,-87.681591,41.705455,street,street,170317206001008
3314254,Chicago,23D,theft from building,larceny/theft offenses,property,2016-09-11 12:30,-87.646646,41.90885,entertainment,leisure,170318422001013
3314540,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-11 20:00,-87.768051,41.947687,residence,residence,170311506002011
3314550,Chicago,13A,aggravated assault,assault offenses,persons,2016-09-11 20:30,-87.697221,41.998095,street,street,170310206023006
3314632,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-11 22:25,-87.698315,41.95646,residence,residence,170311606023002
3314798,Chicago,11U,sexual assault by penetration (including rape),sex offenses,persons,2016-09-12 05:45,-87.704064,41.852601,private vehicle,vehicle,170318417001010
3314801,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-12 06:00,-87.674807,41.682935,other open space,open space,170317505002002
3314812,Chicago,13B,simple assault,assault offenses,persons,2016-09-12 06:45,-87.661481,41.961693,residence,residence,170310317004002
3314930,Chicago,23H,other theft,larceny/theft offenses,property,2016-09-12 10:30,-87.60608,41.749444,street,street,170314402011005
3314942,Chicago,23D,theft from building,larceny/theft offenses,property,2016-09-12 10:49,-87.674537,41.962065,office,commercial,170318308003001
3315104,Chicago,90Z,all other offenses,all other offenses,other,2016-09-12 15:00,-87.619454,41.670777,residence,residence,170315306002015
3315236,Chicago,520,weapon law violations,weapon law violations,society,2016-09-12 18:01,-87.765829,41.880231,street,street,170312521011000
3315408,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2016-09-12 22:02,-87.650792,41.97273,bus,transportation,170310313002000
3315531,Chicago,12A,personal robbery,robbery,property,2016-09-13 03:40,-87.603497,41.735755,street,street,170314408001007
3315602,Chicago,13B,simple assault,assault offenses,persons,2016-09-13 07:30,-87.756005,41.919123,residence,residence,170311912001021
3315672,Chicago,13B,simple assault,assault offenses,persons,2016-09-13 09:38,-87.695077,41.904769,street,street,170312426001003
